1	0.00000	35.00000	1	0.00000
2	-9.80560	33.73685	1	0.00000
3	-4.90140	33.29094	1	9.62780
4	4.90140	33.29094	1	9.62780
5	9.80560	33.73685	1	0.00000
6	4.90140	33.29094	1	-9.62780
7	-4.90140	33.29094	1	-9.62780
8	-15.28800	30.21129	1	-8.86305
9	-18.40195	29.77205	1	0.00000
10	-15.28800	30.21129	1	8.86305
11	-10.81570	28.32094	1	17.49124
12	0.00000	30.27429	1	17.56334
13	10.81570	28.32094	1	17.49124
14	15.28800	30.21129	1	8.86305
15	18.40195	29.77205	1	0.00000
16	15.28800	30.21129	1	-8.86305
17	10.81570	28.32094	1	-17.49124
18	0.00000	30.27429	1	-17.56334
19	-10.81570	28.32094	1	-17.49124
20	-20.56740	23.57669	1	-15.68805
21	-24.14999	24.73274	1	-5.48310
22	-24.14999	24.73274	1	5.48310
23	-20.56740	23.57950	1	15.68385
24	-15.68805	20.56319	1	23.58054
25	-5.47505	24.14789	1	24.73659
26	5.47505	24.14789	1	24.73659
27	15.68805	20.56319	1	23.58054
28	20.56740	23.57950	1	15.68385
29	24.14999	24.73274	1	5.48310
30	24.14999	24.73274	1	-5.48310
31	20.56740	23.57669	1	-15.68805
32	15.68805	20.56319	1	-23.58054
33	5.47505	24.14789	1	-24.73659
34	-5.47505	24.14789	1	-24.73659
35	-15.68805	20.56319	1	-23.58054
36	-23.57959	15.68910	1	-20.56529
37	-28.31569	17.49965	1	-10.81640
38	-30.25890	17.58994	1	0.00000
39	-28.31569	17.49965	1	10.81640
40	-23.57809	15.68910	1	20.56529
41	-8.86375	15.28730	1	30.21129
42	0.00000	18.40195	1	29.77205
43	8.86375	15.28730	1	30.21129
44	23.57809	15.68910	1	20.56529
45	28.31569	17.49965	1	10.81640
46	30.25890	17.58994	1	0.00000
47	28.31569	17.49965	1	-10.81640
48	23.57809	15.68910	1	-20.56529
49	8.86375	15.28730	1	-30.21129
50	0.00000	18.40195	1	-29.77205
51	-8.86375	15.28730	1	-30.21129
52	-17.50000	10.81815	1	-28.31464
53	-24.73589	5.47750	1	-24.14824
54	-30.21269	8.86375	1	-15.28485
55	-33.29164	9.62395	1	-4.90420
56	-33.29164	9.62395	1	4.90420
57	-30.21269	8.86375	1	15.28485
58	-24.73589	5.47750	1	24.14824
59	-17.50000	10.81815	1	28.31464
60	-10.72383	5.46468	1	37.09639
61	0.00000	9.80560	1	33.59824
62	10.72383	5.46468	1	37.09639
63	17.50000	10.81815	1	28.31464
64	24.73589	5.47750	1	24.14824
65	30.21269	8.86375	1	15.28485
66	33.29164	9.62395	1	4.90420
67	33.29164	9.62395	1	-4.90420
68	30.21269	8.86375	1	-15.28485
69	24.73589	5.47750	1	-24.14824
70	17.50000	10.81815	1	-28.31464
71	9.62395	4.90420	1	-33.29164
72	0.00000	9.80560	1	-33.59824
73	-9.62395	4.90420	1	-33.29164
74	-17.58994	0.00000	1	-30.25890
75	-29.77205	0.00000	1	-18.40195
76	-33.73685	0.00000	1	-9.80560
77	-35.00000	0.00000	1	0.00000
78	-33.73685	0.00000	1	9.80560
79	-29.77205	0.00000	1	18.40195
80	-17.58994	0.00000	1	30.25890
81	0.00000	0.00000	1	35.00000
82	0.00000	0.00000	-1	-35.00000
83	17.58994	0.00000	-1	-30.25890
84	29.77205	0.00000	-1	-18.40195
85	33.73685	0.00000	-1	-9.80560
86	35.00000	0.00000	-1	0.00000
87	33.73685	0.00000	-1	9.80560
88	29.77205	0.00000	-1	18.40195
89	17.58994	0.00000	-1	30.25890
90	10.72383	-5.46468	-1	37.09639
91	0.00000	-9.80560	-1	33.59824
92	-10.72383	-5.46468	-1	37.09639
93	-17.50000	-10.81780	-1	28.31464
94	-24.73589	-5.47750	-1	24.14824
95	-30.21269	-8.86375	-1	15.28485
96	-33.29164	-9.62395	-1	4.90420
97	-33.29164	-9.62395	-1	-4.90420
98	-30.21269	-8.86375	-1	-15.28485
99	-24.73589	-5.47750	-1	-24.14824
100	-17.50000	-10.81815	-1	-28.31464
101	-9.62395	-4.90420	-1	-33.29164
102	0.00000	-9.80560	-1	-33.59824
103	9.62395	-4.90420	-1	-33.29164
104	17.50000	-10.81815	-1	-28.31464
105	24.73589	-5.47750	-1	-24.14824
106	30.21269	-8.86375	-1	-15.28485
107	33.29164	-9.62395	-1	-4.90420
108	33.29164	-9.62395	-1	4.90420
109	30.21269	-8.86375	-1	15.28485
110	24.73589	-5.47750	-1	24.14824
111	17.50000	-10.81780	-1	28.31464
112	8.86375	-15.28730	-1	30.21129
113	0.00000	-18.40195	-1	29.77205
114	-8.86375	-15.28730	-1	30.21129
115	-23.57809	-15.68910	-1	20.56529
116	-28.31569	-17.49965	-1	10.81640
117	-30.25890	-17.58994	-1	0.00000
118	-28.31569	-17.49965	-1	-10.81640
119	-23.57809	-15.68910	-1	-20.56529
120	-8.86375	-15.28730	-1	-30.21129
121	0.00000	-18.40195	-1	-29.77205
122	8.86375	-15.28730	-1	-30.21129
123	23.57809	-15.68910	-1	-20.56529
124	28.31569	-17.49965	-1	-10.81640
125	30.25890	-17.58994	-1	0.00000
126	28.31569	-17.49965	-1	10.81640
127	23.57809	-15.69645	-1	20.55969
128	15.68805	-20.56319	-1	23.58054
129	5.47505	-24.14789	-1	24.73659
130	-5.47505	-24.14789	-1	24.73659
131	-15.68805	-20.56319	-1	23.58054
132	-20.56740	-23.57669	-1	15.68805
133	-24.14999	-24.73274	-1	5.48310
134	-24.14999	-24.73274	-1	-5.48310
135	-20.56740	-23.57950	-1	-15.68385
136	-15.68805	-20.56319	-1	-23.58054
137	-5.47505	-24.14789	-1	-24.73659
138	5.47505	-24.14789	-1	-24.73659
139	15.68805	-20.56319	-1	-23.58054
140	20.56740	-23.57950	-1	-15.68385
141	24.14999	-24.73274	-1	-5.48310
142	24.14999	-24.73274	-1	5.48310
143	20.56740	-23.57669	-1	15.68805
144	10.81570	-28.32094	-1	17.49124
145	0.00000	-30.27429	-1	17.56334
146	-10.81570	-28.32094	-1	17.49124
147	-15.28800	-30.21129	-1	8.86305
148	-18.40195	-29.77205	-1	0.00000
149	-15.28800	-30.21129	-1	-8.86305
150	-10.81570	-28.32094	-1	-17.49124
151	0.00000	-30.27429	-1	-17.56334
152	10.81570	-28.32094	-1	-17.49124
153	15.28800	-30.21129	-1	-8.86305
154	18.40195	-29.77205	-1	0.00000
155	15.28800	-30.21129	-1	8.86305
156	4.90140	-33.29094	-1	9.62780
157	-4.90140	-33.29094	-1	9.62780
158	-9.80560	-33.73685	-1	0.00000
159	-4.90140	-33.29094	-1	-9.62780
160	4.90140	-33.29094	-1	-9.62780
161	9.80560	-33.73685	-1	0.00000
162	0.00000	-35.00000	-1	0.00000
